regression,score,random_state,embedding,sample_size,pearson_train,pearson_test,spearman_train,spearman_test,RMSE_train,RMSE_test,SDR_train,SDR_test
ridge,nanomelt,100,esm1b,6000,0.916182,0.891168,0.913707,0.894593,1.60106,1.8118,0.892464,0.883645
ridge,nanomelt,100,esm1b,8000,0.915613,0.892274,0.914002,0.895033,1.59345,1.80309,0.903279,0.897017
ridge,nanomelt,100,nanobert,20,0.772681,0.383143,0.666165,0.357023,4.08235,3.80819,0.175799,0.190113
ridge,nanomelt,100,nanobert,50,0.76859,0.540273,0.783625,0.533117,2.88316,3.3714,0.496134,0.475935
ridge,nanomelt,100,nanobert,100,0.812785,0.604047,0.799309,0.610844,2.27997,3.18734,0.648573,0.574582
ridge,nanomelt,100,nanobert,200,0.6894,0.638215,0.701065,0.635823,2.82647,3.16582,0.488915,0.451248
ridge,nanomelt,100,nanobert,500,0.78544,0.705078,0.774941,0.698177,2.42505,2.83944,0.71926,0.754686
ridge,nanomelt,100,nanobert,640,0.795252,0.709074,0.788288,0.703878,2.40417,2.83512,0.739961,0.791548
ridge,nanomelt,100,nanobert,700,0.763417,0.714507,0.757518,0.709043,2.58667,2.79673,0.693572,0.744567
ridge,nanomelt,100,nanobert,750,0.776325,0.717927,0.767558,0.714052,2.50849,2.79147,0.727692,0.780902
ridge,nanomelt,100,nanobert,800,0.780913,0.722064,0.770912,0.717821,2.48646,2.77286,0.735449,0.781532
ridge,nanomelt,100,nanobert,1000,0.791449,0.729584,0.779781,0.725299,2.47582,2.73749,0.748457,0.777266
ridge,nanomelt,100,nanobert,1500,0.778954,0.740938,0.767035,0.735122,2.55125,2.68622,0.743702,0.78008
ridge,nanomelt,100,nanobert,2000,0.77714,0.751236,0.764955,0.74349,2.5381,2.63777,0.74701,0.776661
ridge,nanomelt,100,nanobert,3000,0.780806,0.763376,0.768566,0.756759,2.48411,2.57963,0.755913,0.771804
ridge,nanomelt,100,nanobert,4000,0.787867,0.770844,0.773578,0.762105,2.45856,2.54574,0.779856,0.796192
ridge,nanomelt,100,nanobert,6000,0.782589,0.770562,0.770684,0.763899,2.48283,2.54658,0.776886,0.789774
ridge,nanomelt,100,nanobert,8000,0.777442,0.775066,0.765922,0.768535,2.49157,2.52333,0.773002,0.781113
ridge,nanomelt,100,vhse,20,0.963795,0.111001,0.962406,0.188407,2.71609,4.19725,0.449031,0.374512
ridge,nanomelt,100,vhse,50,0.958969,0.281458,0.958223,0.41528,2.07286,3.93711,0.547214,0.507988
ridge,nanomelt,100,vhse,100,0.939964,0.531439,0.939628,0.55119,2.06588,3.47953,0.510654,0.331839
ridge,nanomelt,100,vhse,200,0.925994,0.662008,0.926822,0.664189,1.98957,3.15207,0.555353,0.423373
ridge,nanomelt,100,vhse,500,0.936799,0.77406,0.935207,0.778868,1.56619,2.56503,0.738796,0.70407
ridge,nanomelt,100,vhse,640,0.942949,0.789234,0.941294,0.793168,1.40476,2.47064,0.817687,0.806704
ridge,nanomelt,100,vhse,700,0.934608,0.796889,0.931986,0.801943,1.55637,2.42863,0.772455,0.76178
ridge,nanomelt,100,vhse,750,0.932143,0.803889,0.930727,0.809708,1.56734,2.39081,0.77427,0.768289
ridge,nanomelt,100,vhse,800,0.932482,0.812073,0.930568,0.813516,1.55565,2.34732,0.780624,0.769834
ridge,nanomelt,100,vhse,1000,0.940134,0.823592,0.938907,0.825783,1.43049,2.28008,0.844249,0.853011
ridge,nanomelt,100,vhse,1500,0.936651,0.846827,0.936398,0.851245,1.45546,2.13331,0.861151,0.871957
ridge,nanomelt,100,vhse,2000,0.929128,0.854136,0.928915,0.861704,1.51143,2.08287,0.86551,0.879717
ridge,nanomelt,100,vhse,3000,0.919572,0.868068,0.919189,0.875054,1.57319,1.98368,0.870438,0.880472
ridge,nanomelt,100,vhse,4000,0.913278,0.870016,0.914122,0.877604,1.63317,1.97095,0.875041,0.885864
ridge,nanomelt,100,vhse,6000,0.909489,0.87596,0.910067,0.883643,1.66227,1.92666,0.87945,0.885764
ridge,nanomelt,100,vhse,8000,0.905195,0.879176,0.90743,0.889213,1.68616,1.90293,0.881544,0.885852
ridge,nanomelt,100,nanobuilder,20,0.771949,0.0953329,0.732331,0.0905997,4.26989,4.03403,0.118883,0.105396
ridge,nanomelt,100,nanobuilder,50,0.707136,0.17575,0.703337,0.179682,3.8769,3.95949,0.0953545,0.0925628
ridge,nanomelt,100,nanobuilder,100,0.720284,0.334038,0.704007,0.328961,2.7301,3.83582,0.510312,0.518827
ridge,nanomelt,100,nanobuilder,200,0.56118,0.40902,0.566504,0.407724,3.21175,3.65941,0.350582,0.336724
ridge,nanomelt,100,nanobuilder,500,0.49181,0.47561,0.491907,0.467944,3.43395,3.56764,0.354703,0.332711
ridge,nanomelt,100,nanobuilder,640,0.55322,0.49786,0.547772,0.481745,3.30702,3.47702,0.46765,0.458857
ridge,nanomelt,100,nanobuilder,700,0.53456,0.502355,0.526754,0.483457,3.38013,3.46332,0.454036,0.452925
ridge,nanomelt,100,nanobuilder,750,0.515622,0.496091,0.509475,0.4796,3.42088,3.4848,0.419845,0.416211
ridge,nanomelt,100,nanobuilder,800,0.513955,0.497988,0.500643,0.48006,3.42678,3.48022,0.41824,0.415086
ridge,nanomelt,100,nanobuilder,1000,0.544147,0.513068,0.531826,0.496183,3.40145,3.43674,0.475048,0.480456
ridge,nanomelt,100,nanobuilder,1500,0.543636,0.515619,0.531456,0.498399,3.41327,3.42268,0.50339,0.510546
ridge,nanomelt,100,nanobuilder,2000,0.538832,0.529225,0.5251,0.510197,3.39799,3.39225,0.495945,0.491261
ridge,nanomelt,100,nanobuilder,3000,0.554617,0.546842,0.539198,0.534131,3.30722,3.34494,0.530659,0.519545
ridge,nanomelt,100,nanobuilder,4000,0.56953,0.556561,0.556994,0.543633,3.28253,3.3186,0.545907,0.534787
ridge,nanomelt,100,nanobuilder,6000,0.560826,0.556225,0.549615,0.546836,3.3019,3.31847,0.556408,0.550094
ridge,nanomelt,100,nanobuilder,8000,0.560959,0.555335,0.548292,0.545288,3.2794,3.32093,0.55755,0.54691
ridge,nanomelt,100,ablang,20,0.940893,0.447369,0.968421,0.428864,2.86778,3.62387,0.431042,0.351444
ridge,nanomelt,100,ablang,50,0.941336,0.511394,0.93623,0.499211,1.81858,3.46419,0.661196,0.604295
ridge,nanomelt,100,ablang,100,0.954702,0.569817,0.943222,0.558525,1.23441,3.36354,0.817432,0.737487
ridge,nanomelt,100,ablang,200,0.882772,0.658665,0.863983,0.645993,1.88767,3.01232,0.705972,0.695373
ridge,nanomelt,100,ablang,500,0.854243,0.736424,0.838568,0.72859,2.07801,2.70279,0.734944,0.75814
ridge,nanomelt,100,ablang,640,0.854367,0.755044,0.848309,0.749836,2.0992,2.61865,0.74253,0.757886
ridge,nanomelt,100,ablang,700,0.861039,0.757111,0.863258,0.752406,2.06488,2.61334,0.759299,0.795257
ridge,nanomelt,100,ablang,750,0.857081,0.758853,0.857791,0.752354,2.08064,2.60417,0.759311,0.792275
ridge,nanomelt,100,ablang,800,0.844804,0.764951,0.841178,0.7583,2.16375,2.57189,0.74124,0.764023
ridge,nanomelt,100,ablang,1000,0.846679,0.771297,0.84016,0.7645,2.18014,2.54267,0.757254,0.765998
ridge,nanomelt,100,ablang,1500,0.843019,0.779237,0.837007,0.772733,2.20441,2.50266,0.770985,0.784854
ridge,nanomelt,100,ablang,2000,0.838733,0.785221,0.829884,0.777874,2.20767,2.4731,0.77707,0.779105
ridge,nanomelt,100,ablang,3000,0.837468,0.798452,0.828218,0.79105,2.18062,2.40462,0.786302,0.785305
ridge,nanomelt,100,ablang,4000,0.842356,0.806332,0.831922,0.798939,2.15609,2.36185,0.80633,0.805821
ridge,nanomelt,100,ablang,6000,0.839279,0.81491,0.828638,0.809462,2.17141,2.31439,0.810217,0.813609
ridge,nanomelt,100,ablang,8000,0.837797,0.818555,0.828463,0.812894,2.16374,2.29392,0.821862,0.82259
ridge,nanomelt,100,antiberty,20,1.0,0.400379,1.0,0.385009,0.000286233,4.12835,0.999955,0.721532
ridge,nanomelt,100,antiberty,50,0.872664,0.540961,0.847587,0.530257,2.62855,3.43026,0.468414,0.365983
ridge,nanomelt,100,antiberty,100,0.867445,0.611466,0.835661,0.610182,2.1278,3.19718,0.599982,0.496514
ridge,nanomelt,100,antiberty,200,0.843967,0.638635,0.828656,0.636544,2.16602,3.07679,0.63411,0.605375
ridge,nanomelt,100,antiberty,500,0.855178,0.707515,0.835335,0.706174,2.05039,2.83547,0.763977,0.761739
ridge,nanomelt,100,antiberty,640,0.849895,0.722371,0.838724,0.716366,2.10451,2.76892,0.770401,0.764776
ridge,nanomelt,100,antiberty,700,0.818312,0.724037,0.815691,0.719724,2.32498,2.7546,0.715232,0.721309
ridge,nanomelt,100,antiberty,750,0.816732,0.725946,0.812511,0.720407,2.32233,2.74634,0.718678,0.723811
ridge,nanomelt,100,antiberty,800,0.818526,0.730645,0.811869,0.724774,2.31036,2.7267,0.725618,0.730138
ridge,nanomelt,100,antiberty,1000,0.832643,0.735076,0.820546,0.732344,2.25131,2.71474,0.771439,0.776395
ridge,nanomelt,100,antiberty,1500,0.825969,0.747895,0.81642,0.747757,2.29808,2.65877,0.778093,0.797742
ridge,nanomelt,100,antiberty,2000,0.820666,0.756454,0.809243,0.758552,2.30787,2.61806,0.779387,0.798409
ridge,nanomelt,100,antiberty,3000,0.815276,0.769016,0.805525,0.772294,2.30445,2.55336,0.781668,0.785517
ridge,nanomelt,100,antiberty,4000,0.816884,0.772346,0.80659,0.776659,2.30498,2.53767,0.790106,0.790842
ridge,nanomelt,100,antiberty,6000,0.817011,0.779423,0.807926,0.782004,2.30144,2.50229,0.79398,0.790686
ridge,nanomelt,100,antiberty,8000,0.812986,0.780685,0.804771,0.782173,2.30704,2.49618,0.801869,0.796339
ridge,nanomelt,100,esm2_t30,20,0.936156,0.430268,0.935338,0.425062,3.16454,3.66278,0.359432,0.292864
ridge,nanomelt,100,esm2_t30,50,0.906291,0.62049,0.915774,0.627082,2.03774,3.1707,0.655521,0.499441
ridge,nanomelt,100,esm2_t30,100,0.904621,0.664232,0.896699,0.670359,1.72081,3.00475,0.740224,0.582379
ridge,nanomelt,100,esm2_t30,200,0.938224,0.770452,0.931278,0.771733,1.3494,2.55596,0.843227,0.797516
ridge,nanomelt,100,esm2_t30,500,0.913398,0.803048,0.908374,0.802842,1.60623,2.40305,0.847993,0.877742
ridge,nanomelt,100,esm2_t30,640,0.912705,0.819008,0.907365,0.819179,1.62882,2.30502,0.856569,0.869347
ridge,nanomelt,100,esm2_t30,700,0.909249,0.825329,0.906367,0.828624,1.67147,2.26799,0.854732,0.881782
ridge,nanomelt,100,esm2_t30,750,0.90935,0.826488,0.906383,0.829553,1.66333,2.26062,0.857886,0.878947
ridge,nanomelt,100,esm2_t30,800,0.908745,0.829294,0.906026,0.831824,1.66832,2.24081,0.859755,0.86412
ridge,nanomelt,100,esm2_t30,1000,0.903979,0.841624,0.90296,0.844041,1.73572,2.16958,0.862571,0.871298
ridge,nanomelt,100,esm2_t30,1500,0.904072,0.85714,0.904824,0.85809,1.74185,2.06099,0.869065,0.880156
ridge,nanomelt,100,esm2_t30,2000,0.897832,0.859984,0.896537,0.86198,1.77754,2.04091,0.869474,0.875723
ridge,nanomelt,100,esm2_t30,3000,0.895655,0.868322,0.89412,0.871564,1.76934,1.98113,0.872431,0.862085
ridge,nanomelt,100,esm2_t30,4000,0.894358,0.872337,0.892317,0.876712,1.78741,1.95253,0.875122,0.868345
ridge,nanomelt,100,esm2_t30,6000,0.891851,0.87944,0.890188,0.884367,1.80501,1.90095,0.876104,0.873146
ridge,nanomelt,100,esm2_t30,8000,0.888824,0.881624,0.888238,0.886276,1.81598,1.88549,0.876112,0.867803
ridge,nanomelt,100,esm2_t30_l1,20,0.882876,0.185633,0.806015,0.176698,3.2584,4.03756,0.36989,0.370058
ridge,nanomelt,100,esm2_t30_l1,50,0.721472,0.249152,0.697479,0.242249,3.18421,3.90187,0.389407,0.379245
ridge,nanomelt,100,esm2_t30_l1,100,0.644746,0.362823,0.605578,0.353922,3.05321,3.72629,0.375171,0.313336
ridge,nanomelt,100,esm2_t30_l1,200,0.583988,0.462366,0.573898,0.450755,3.1584,3.57658,0.368491,0.341956
ridge,nanomelt,100,esm2_t30_l1,500,0.71601,0.570923,0.720894,0.557625,2.75322,3.28539,0.606023,0.592903
ridge,nanomelt,100,esm2_t30_l1,640,0.683675,0.594141,0.696736,0.585858,2.91086,3.21891,0.580098,0.56585
ridge,nanomelt,100,esm2_t30_l1,700,0.65762,0.595716,0.671706,0.584679,3.02912,3.21501,0.551435,0.545528
ridge,nanomelt,100,esm2_t30_l1,750,0.672395,0.602412,0.682359,0.590082,2.96057,3.19041,0.578358,0.570241
ridge,nanomelt,100,esm2_t30_l1,800,0.681593,0.611145,0.685033,0.597273,2.92708,3.16451,0.591353,0.574651
ridge,nanomelt,100,esm2_t30_l1,1000,0.706045,0.614809,0.698113,0.60109,2.87612,3.15182,0.63405,0.625942
ridge,nanomelt,100,esm2_t30_l1,1500,0.707035,0.630379,0.698838,0.619289,2.87989,3.10277,0.65655,0.664343
ridge,nanomelt,100,esm2_t30_l1,2000,0.728304,0.633976,0.716253,0.62618,2.76272,3.111,0.700739,0.728381
ridge,nanomelt,100,esm2_t30_l1,3000,0.699039,0.651288,0.688496,0.63925,2.84397,3.03049,0.665965,0.660109
ridge,nanomelt,100,esm2_t30_l1,4000,0.690944,0.665036,0.679841,0.654366,2.88804,2.98273,0.661972,0.663174
ridge,nanomelt,100,esm2_t30_l1,6000,0.68666,0.668685,0.673308,0.65719,2.90063,2.96997,0.664127,0.663838
ridge,nanomelt,100,esm2_t30_l1,8000,0.680356,0.674725,0.667404,0.661995,2.9042,2.94859,0.661077,0.653997
ridge,nanomelt,100,esm2_t30_l15,20,0.919799,0.309988,0.851128,0.292479,2.92393,3.8337,0.434504,0.32113
ridge,nanomelt,100,esm2_t30_l15,50,0.923507,0.430707,0.91443,0.432239,1.98584,3.6167,0.636729,0.504695
ridge,nanomelt,100,esm2_t30_l15,100,0.949928,0.54464,0.947506,0.548196,1.29588,3.38436,0.806015,0.664048
ridge,nanomelt,100,esm2_t30_l15,200,0.8882,0.658538,0.88278,0.660458,1.85402,3.00588,0.709407,0.665251
ridge,nanomelt,100,esm2_t30_l15,500,0.889665,0.749842,0.880892,0.74412,1.81376,2.65719,0.798842,0.8094
ridge,nanomelt,100,esm2_t30_l15,640,0.888375,0.760757,0.880515,0.758122,1.83848,2.6128,0.811267,0.824318
ridge,nanomelt,100,esm2_t30_l15,700,0.885175,0.767524,0.877448,0.769778,1.87685,2.5722,0.809372,0.824006
ridge,nanomelt,100,esm2_t30_l15,750,0.884072,0.768072,0.876393,0.770138,1.8774,2.56904,0.81019,0.824371
ridge,nanomelt,100,esm2_t30_l15,800,0.88441,0.777599,0.875492,0.777288,1.87429,2.5177,0.813305,0.815726
ridge,nanomelt,100,esm2_t30_l15,1000,0.878887,0.785352,0.873111,0.785827,1.9429,2.48152,0.818368,0.817112
ridge,nanomelt,100,esm2_t30_l15,1500,0.871154,0.802441,0.865195,0.803678,2.00534,2.38595,0.819879,0.826734
ridge,nanomelt,100,esm2_t30_l15,2000,0.861415,0.817085,0.855123,0.819317,2.05375,2.30303,0.817287,0.817318
ridge,nanomelt,100,esm2_t30_l15,3000,0.859642,0.823794,0.853618,0.826249,2.03398,2.26412,0.826532,0.811992
ridge,nanomelt,100,esm2_t30_l15,4000,0.862061,0.831422,0.854647,0.833145,2.02447,2.21927,0.843302,0.838603
ridge,nanomelt,100,esm2_t30_l15,6000,0.854392,0.839271,0.850481,0.839172,2.07428,2.17285,0.831731,0.817299
ridge,nanomelt,100,esm2_t30_l15,8000,0.852195,0.83866,0.848071,0.840122,2.07317,2.17554,0.840676,0.825626
ridge,nanomelt,100,esm2_t30_l29,20,0.951322,0.400042,0.930827,0.389531,3.11712,3.73416,0.361691,0.274324
ridge,nanomelt,100,esm2_t30_l29,50,0.912012,0.586641,0.902809,0.590848,2.17581,3.29513,0.584712,0.428135
ridge,nanomelt,100,esm2_t30_l29,100,0.889541,0.654408,0.884698,0.65816,1.97131,3.08821,0.634291,0.493983
ridge,nanomelt,100,esm2_t30_l29,200,0.934891,0.745954,0.92843,0.745126,1.40605,2.67075,0.817335,0.742309
ridge,nanomelt,100,esm2_t30_l29,500,0.914834,0.796026,0.909529,0.794174,1.6025,2.43544,0.836631,0.866717
ridge,nanomelt,100,esm2_t30_l29,640,0.915563,0.808704,0.911426,0.807154,1.61043,2.35916,0.848061,0.853957
ridge,nanomelt,100,esm2_t30_l29,700,0.910277,0.814796,0.909304,0.817675,1.66835,2.32851,0.84559,0.876704
ridge,nanomelt,100,esm2_t30_l29,750,0.910765,0.817097,0.909685,0.817842,1.65769,2.31387,0.847253,0.872555
ridge,nanomelt,100,esm2_t30_l29,800,0.918034,0.81717,0.915373,0.817511,1.58274,2.32783,0.876582,0.897914
ridge,nanomelt,100,esm2_t30_l29,1000,0.908354,0.835102,0.907789,0.833743,1.70309,2.21285,0.855734,0.86417
ridge,nanomelt,100,esm2_t30_l29,1500,0.904143,0.843902,0.904047,0.843692,1.74384,2.147,0.862003,0.866031
ridge,nanomelt,100,esm2_t30_l29,2000,0.896709,0.852151,0.89613,0.853824,1.78878,2.0947,0.861236,0.868482
ridge,nanomelt,100,esm2_t30_l29,3000,0.896414,0.859391,0.894955,0.862573,1.76232,2.04279,0.878287,0.865906
ridge,nanomelt,100,esm2_t30_l29,4000,0.892503,0.861944,0.891706,0.86645,1.80136,2.02607,0.878378,0.874369
ridge,nanomelt,100,esm2_t30_l29,6000,0.890541,0.869474,0.889384,0.873703,1.8147,1.97324,0.879619,0.88168
ridge,nanomelt,100,esm2_t30_l29,8000,0.885545,0.875486,0.885727,0.880934,1.84127,1.93065,0.870178,0.861917
ridge,nanomelt,256,onehot,20,1.0,0.47772,1.0,0.45611,0.000103629,3.69267,0.999976,0.340535
ridge,nanomelt,256,onehot,50,0.991499,0.52918,0.99126,0.528978,0.926017,3.47539,0.785226,0.304473
ridge,nanomelt,256,onehot,100,0.997179,0.578539,0.997045,0.566978,0.448935,3.25515,0.908014,0.462603
ridge,nanomelt,256,onehot,200,1.0,0.608223,0.999997,0.598867,5.71507e-05,3.17347,0.999991,0.691432
ridge,nanomelt,256,onehot,500,0.989246,0.701505,0.99027,0.699465,0.733892,2.82866,0.888676,0.742943
ridge,nanomelt,256,onehot,640,0.983024,0.732418,0.98421,0.731677,0.892389,2.69755,0.861964,0.741789
ridge,nanomelt,256,onehot,700,0.981916,0.740558,0.983789,0.738509,0.894595,2.65924,0.86367,0.749214
ridge,nanomelt,256,onehot,750,0.97368,0.755699,0.976418,0.753155,1.12262,2.59888,0.813696,0.710805
ridge,nanomelt,256,onehot,800,0.973851,0.761456,0.975851,0.762406,1.11157,2.56812,0.818199,0.722692
ridge,nanomelt,256,onehot,1000,0.972809,0.773318,0.974516,0.777546,1.0866,2.50704,0.83168,0.770395
ridge,nanomelt,256,onehot,1500,0.97095,0.811915,0.971954,0.817571,1.08353,2.3127,0.84753,0.845111
ridge,nanomelt,256,onehot,2000,0.969554,0.826143,0.970505,0.828477,1.07795,2.23981,0.863457,0.883429
ridge,nanomelt,256,onehot,3000,0.963655,0.849416,0.964007,0.856069,1.1263,2.0964,0.881639,0.899975
ridge,nanomelt,256,onehot,4000,0.954931,0.862139,0.955512,0.868883,1.23813,2.00662,0.866358,0.890821
ridge,nanomelt,256,onehot,6000,0.94822,0.880481,0.949549,0.891045,1.29219,1.877,0.882486,0.909804
ridge,nanomelt,256,onehot,8000,0.944707,0.891722,0.946729,0.90099,1.31906,1.79594,0.891973,0.933536
ridge,nanomelt,256,esm1b,20,1.0,0.531803,1.0,0.517765,5.93297e-05,3.53437,0.999988,0.755503
ridge,nanomelt,256,esm1b,50,0.910036,0.597513,0.902228,0.577662,2.16387,3.27677,0.518958,0.390404
ridge,nanomelt,256,esm1b,100,0.947301,0.656236,0.947029,0.639806,1.43065,2.98228,0.759324,0.643232
ridge,nanomelt,256,esm1b,200,0.938051,0.724945,0.940001,0.712258,1.57154,2.72922,0.797371,0.761154
ridge,nanomelt,256,esm1b,500,0.911834,0.810669,0.915504,0.801662,1.76773,2.3134,0.792514,0.809231
ridge,nanomelt,256,esm1b,640,0.920278,0.82657,0.922299,0.817017,1.62839,2.22695,0.83194,0.84833
ridge,nanomelt,256,esm1b,700,0.905436,0.826455,0.910247,0.816767,1.74802,2.22544,0.805232,0.817431
ridge,nanomelt,256,esm1b,750,0.907841,0.828904,0.912666,0.819686,1.73729,2.21192,0.808456,0.819241
ridge,nanomelt,256,esm1b,800,0.916766,0.833174,0.920772,0.824763,1.64748,2.18589,0.832748,0.839482
ridge,nanomelt,256,esm1b,1000,0.915862,0.838546,0.919101,0.828668,1.63677,2.15604,0.840302,0.854219
ridge,nanomelt,256,esm1b,1500,0.926426,0.860101,0.926235,0.851382,1.52782,2.02369,0.877561,0.901652
ridge,nanomelt,256,esm1b,2000,0.922859,0.867344,0.921843,0.860672,1.5653,1.97414,0.879875,0.909596
ridge,nanomelt,256,esm1b,3000,0.921205,0.875718,0.919781,0.869197,1.57451,1.91299,0.886032,0.911902
ridge,nanomelt,256,esm1b,4000,0.920446,0.877255,0.919,0.873202,1.56435,1.90982,0.900529,0.934071
ridge,nanomelt,256,esm1b,6000,0.917252,0.885223,0.915471,0.881951,1.58791,1.84778,0.902685,0.933586
ridge,nanomelt,256,esm1b,8000,0.914995,0.891831,0.913711,0.889421,1.60312,1.79345,0.90273,0.929319
ridge,nanomelt,256,nanobert,20,0.945539,0.424712,0.96391,0.410864,1.69005,3.77117,0.703257,0.661234
ridge,nanomelt,256,nanobert,50,0.838996,0.566391,0.87135,0.551584,2.23666,3.25866,0.613367,0.562947
ridge,nanomelt,256,nanobert,100,0.787834,0.57965,0.801105,0.572907,2.52446,3.22399,0.563705,0.536784
ridge,nanomelt,256,nanobert,200,0.775307,0.589986,0.777285,0.580799,2.73913,3.19774,0.614199,0.617682
ridge,nanomelt,256,nanobert,500,0.788903,0.676906,0.784334,0.660862,2.56115,2.91521,0.710929,0.726279
ridge,nanomelt,256,nanobert,640,0.777398,0.691348,0.774638,0.673859,2.56798,2.85953,0.71049,0.729744
ridge,nanomelt,256,nanobert,700,0.780481,0.702763,0.772189,0.682549,2.51415,2.81655,0.728862,0.742888
ridge,nanomelt,256,nanobert,750,0.785032,0.707713,0.776745,0.687866,2.50561,2.79856,0.734494,0.751599
ridge,nanomelt,256,nanobert,800,0.785122,0.714636,0.774522,0.696184,2.50844,2.76794,0.733756,0.744433
ridge,nanomelt,256,nanobert,1000,0.786222,0.724947,0.774777,0.704536,2.48298,2.72336,0.738863,0.739434
ridge,nanomelt,256,nanobert,1500,0.782096,0.7355,0.769566,0.715348,2.51308,2.67942,0.741883,0.758814
ridge,nanomelt,256,nanobert,2000,0.773711,0.744686,0.762293,0.725899,2.56225,2.63832,0.741595,0.747285
ridge,nanomelt,256,nanobert,3000,0.785747,0.757605,0.777623,0.742248,2.49328,2.58117,0.775756,0.784957
ridge,nanomelt,256,nanobert,4000,0.781536,0.761511,0.771446,0.743462,2.49375,2.56243,0.774453,0.781205
ridge,nanomelt,256,nanobert,6000,0.781532,0.76641,0.770538,0.750917,2.48555,2.53828,0.776621,0.776706
ridge,nanomelt,256,nanobert,8000,0.77743,0.766227,0.766472,0.752269,2.49804,2.53941,0.77333,0.77802
ridge,nanomelt,256,vhse,20,0.982811,0.244574,0.990977,0.378008,2.5337,3.98191,0.403162,0.296496
ridge,nanomelt,256,vhse,50,0.957881,0.350953,0.964512,0.463134,2.04026,3.7129,0.503716,0.347833
ridge,nanomelt,256,vhse,100,0.95468,0.478064,0.958556,0.576483,1.93213,3.47219,0.550902,0.492608
ridge,nanomelt,256,vhse,200,0.99013,0.652405,0.990228,0.66988,0.671619,3.10204,0.913324,0.849211
ridge,nanomelt,256,vhse,500,0.934788,0.738936,0.939249,0.765792,1.70946,2.66259,0.723192,0.7337
ridge,nanomelt,256,vhse,640,0.938239,0.777158,0.9416,0.783082,1.55249,2.48851,0.775344,0.789569
ridge,nanomelt,256,vhse,700,0.927307,0.773002,0.931441,0.778718,1.68148,2.5102,0.737783,0.742549
ridge,nanomelt,256,vhse,750,0.926865,0.781333,0.930436,0.784551,1.69186,2.47079,0.739258,0.748061
ridge,nanomelt,256,vhse,800,0.927796,0.782953,0.930494,0.788305,1.67434,2.46183,0.746466,0.752075
ridge,nanomelt,256,vhse,1000,0.929609,0.806557,0.930365,0.811971,1.56781,2.33835,0.798036,0.818635
ridge,nanomelt,256,vhse,1500,0.917947,0.824685,0.917216,0.836302,1.68354,2.23508,0.785183,0.825519
ridge,nanomelt,256,vhse,2000,0.915892,0.843137,0.916142,0.853593,1.68269,2.12581,0.804499,0.836885
ridge,nanomelt,256,vhse,3000,0.921595,0.853995,0.922251,0.863006,1.57615,2.06665,0.873917,0.902141
ridge,nanomelt,256,vhse,4000,0.915169,0.865484,0.916523,0.874626,1.61885,1.98568,0.875562,0.903286
ridge,nanomelt,256,vhse,6000,0.911462,0.874536,0.911801,0.88471,1.64124,1.92261,0.889703,0.914271
ridge,nanomelt,256,vhse,8000,0.906494,0.881065,0.908035,0.88682,1.67833,1.87148,0.888797,0.905725
ridge,nanomelt,256,nanobuilder,20,0.742096,0.243701,0.666165,0.23046,3.90224,4.07123,0.0874721,0.0766493
ridge,nanomelt,256,nanobuilder,50,0.606279,0.311369,0.569535,0.300293,3.5987,3.89452,0.0906674,0.0867508
ridge,nanomelt,256,nanobuilder,100,0.505005,0.325851,0.481751,0.318175,3.65569,3.84486,0.110282,0.10294
ridge,nanomelt,256,nanobuilder,200,0.667416,0.404493,0.655294,0.399945,3.1784,3.67359,0.535152,0.572143
ridge,nanomelt,256,nanobuilder,500,0.602856,0.465784,0.580485,0.450339,3.31234,3.51495,0.530445,0.557177
ridge,nanomelt,256,nanobuilder,640,0.566007,0.470606,0.541174,0.454795,3.36536,3.48856,0.47904,0.50245
ridge,nanomelt,256,nanobuilder,700,0.569083,0.48458,0.551613,0.468279,3.31278,3.45707,0.484932,0.504052
ridge,nanomelt,256,nanobuilder,750,0.564946,0.482023,0.547159,0.464837,3.34309,3.46332,0.482376,0.502845
ridge,nanomelt,256,nanobuilder,800,0.586453,0.481928,0.563383,0.464163,3.27854,3.47325,0.525663,0.551502
ridge,nanomelt,256,nanobuilder,1000,0.590731,0.48843,0.566948,0.467681,3.23886,3.4583,0.540561,0.556454
ridge,nanomelt,256,nanobuilder,1500,0.569715,0.499415,0.539489,0.479336,3.31073,3.42971,0.533159,0.553679
ridge,nanomelt,256,nanobuilder,2000,0.569957,0.516598,0.545448,0.498982,3.32101,3.38522,0.540508,0.547929
ridge,nanomelt,256,nanobuilder,3000,0.561115,0.524209,0.547055,0.505454,3.33738,3.36636,0.537867,0.545754
ridge,nanomelt,256,nanobuilder,4000,0.556838,0.537085,0.541937,0.521993,3.32087,3.33411,0.538086,0.55226
ridge,nanomelt,256,nanobuilder,6000,0.566303,0.548578,0.550968,0.53399,3.28363,3.30547,0.561947,0.573743
ridge,nanomelt,256,nanobuilder,8000,0.563735,0.550902,0.551172,0.537763,3.28035,3.29975,0.56006,0.57349
ridge,nanomelt,256,ablang,20,0.999889,0.537921,1.0,0.509949,0.0814275,3.41689,0.987232,0.626522
ridge,nanomelt,256,ablang,50,0.939555,0.59556,0.939397,0.573444,1.56443,3.17734,0.710379,0.558322
ridge,nanomelt,256,ablang,100,0.940922,0.624728,0.946237,0.613687,1.44694,3.08651,0.778284,0.601965
